"","NAICS_TITLE","A_MEAN","category"
"845","Business Schools and Computer and Management Training","111,880","Other Industries"
"846","Business Schools and Computer and Management Training","111,880","Other Industries"
"847","Business Schools and Computer and Management Training","68,680","Other Industries"
"848","Business Schools and Computer and Management Training","164,550","Other Industries"
"849","Business Schools and Computer and Management Training","92,400","Other Industries"
"850","Business Schools and Computer and Management Training","115,280","Other Industries"
"851","Business Schools and Computer and Management Training","115,280","Other Industries"
"852","Technical and Trade Schools","55,190","Other Industries"
"853","Technical and Trade Schools","77,850","Other Industries"
"854","Technical and Trade Schools","69,170","Other Industries"
"855","Technical and Trade Schools","69,170","Other Industries"
"856","Technical and Trade Schools","54,790","Other Industries"
"857","Technical and Trade Schools","77,930","Other Industries"
"858","Technical and Trade Schools","71,200","Other Industries"
"859","Technical and Trade Schools","71,200","Other Industries"
"860","Other Schools and Instruction","58,160","Other Industries"
"861","Other Schools and Instruction","87,200","Other Industries"
"862","Other Schools and Instruction","87,200","Other Industries"
"863","Other Schools and Instruction","58,160","Other Industries"
"864","Other Schools and Instruction","86,130","Other Industries"
"865","Other Schools and Instruction","86,130","Other Industries"
"866","Educational Support Services","86,190","Other Industries"
"867","Educational Support Services","79,510","Other Industries"
"868","Educational Support Services","82,580","Other Industries"
"869","Educational Support Services","106,520","Other Industries"
"870","Educational Support Services","106,520","Other Industries"
"871","Educational Support Services","85,930","Other Industries"
"872","Educational Support Services","79,730","Other Industries"
"873","Educational Support Services","82,580","Other Industries"
"874","Educational Support Services","106,640","Other Industries"
"875","Educational Support Services","106,640","Other Industries"
"876","Ambulatory Health Care Services","66,260","Healthcare and Social Assistance"
"877","Ambulatory Health Care Services","80,640","Healthcare and Social Assistance"
"878","Ambulatory Health Care Services","82,870","Healthcare and Social Assistance"
"879","Ambulatory Health Care Services","91,720","Healthcare and Social Assistance"
"880","Ambulatory Health Care Services","91,720","Healthcare and Social Assistance"
"881","Ambulatory Health Care Services","98,130","Healthcare and Social Assistance"
"882","Offices of Physicians","60,530","Other Industries"
"883","Offices of Physicians","81,960","Other Industries"
"884","Offices of Physicians","71,470","Other Industries"
"885","Offices of Physicians","77,670","Other Industries"
"886","Offices of Physicians","77,670","Other Industries"
"887","Offices of Physicians","103,750","Other Industries"
"888","Offices of Dentists","55,510","Other Industries"
"889","Offices of Other Health Practitioners","96,230","Healthcare and Social Assistance"
"890","Offices of Other Health Practitioners","96,230","Healthcare and Social Assistance"
"891","Offices of Physical, Occupational and Speech Therapists, and Audiologists","112,720","Other Industries"
"892","Offices of Physical, Occupational and Speech Therapists, and Audiologists","112,720","Other Industries"
"893","Outpatient Care Centers","72,690","Healthcare and Social Assistance"
"894","Outpatient Care Centers","82,530","Healthcare and Social Assistance"
"895","Outpatient Care Centers","109,320","Healthcare and Social Assistance"
"896","Outpatient Care Centers","90,050","Healthcare and Social Assistance"
"897","Outpatient Care Centers","90,050","Healthcare and Social Assistance"
"898","Outpatient Care Centers","143,680","Healthcare and Social Assistance"
"899","Outpatient Mental Health and Substance Abuse Centers","67,540","Healthcare and Social Assistance"
"900","Outpatient Mental Health and Substance Abuse Centers","64,520","Healthcare and Social Assistance"
"901","Outpatient Mental Health and Substance Abuse Centers","73,110","Healthcare and Social Assistance"
"902","Outpatient Mental Health and Substance Abuse Centers","73,110","Healthcare and Social Assistance"
"903","Medical and Diagnostic Laboratories","91,560","Other Industries"
"904","Medical and Diagnostic Laboratories","81,450","Other Industries"
"905","Medical and Diagnostic Laboratories","108,270","Other Industries"
"906","Medical and Diagnostic Laboratories","117,790","Other Industries"
"907","Medical and Diagnostic Laboratories","117,790","Other Industries"
"908","Medical and Diagnostic Laboratories","88,070","Other Industries"
"909","Home Health Care Services","69,580","Healthcare and Social Assistance"
"910","Home Health Care Services","95,210","Healthcare and Social Assistance"
"911","Home Health Care Services","95,210","Healthcare and Social Assistance"
"912","Other Ambulatory Health Care Services","64,950","Healthcare and Social Assistance"
"913","Other Ambulatory Health Care Services","101,330","Healthcare and Social Assistance"
"914","Other Ambulatory Health Care Services","101,330","Healthcare and Social Assistance"
"915","All Other Ambulatory Health Care Services","67,180","Healthcare and Social Assistance"
"916","All Other Ambulatory Health Care Services","101,290","Healthcare and Social Assistance"
"917","All Other Ambulatory Health Care Services","101,290","Healthcare and Social Assistance"
"918","Hospitals","62,360","Healthcare and Social Assistance"
"919","Hospitals","78,740","Healthcare and Social Assistance"
"920","Hospitals","93,990","Healthcare and Social Assistance"
"921","Hospitals","91,630","Healthcare and Social Assistance"
"922","Hospitals","91,630","Healthcare and Social Assistance"
"923","Hospitals","78,220","Healthcare and Social Assistance"
"924","Hospitals","88,050","Healthcare and Social Assistance"
"925","Hospitals","78,500","Healthcare and Social Assistance"
"926","Hospitals","60,450","Healthcare and Social Assistance"
"927","Hospitals","60,990","Healthcare and Social Assistance"
"928","Hospitals","89,800","Healthcare and Social Assistance"
"929","Hospitals","81,450","Healthcare and Social Assistance"
"930","Hospitals","75,400","Healthcare and Social Assistance"
"931","Hospitals","93,620","Healthcare and Social Assistance"
"932","Hospitals","90,350","Healthcare and Social Assistance"
"933","Hospitals","94,330","Healthcare and Social Assistance"
"934","Hospitals","104,250","Healthcare and Social Assistance"
"935","Hospitals","85,750","Healthcare and Social Assistance"
"936","Hospitals","90,760","Healthcare and Social Assistance"
"937","Hospitals","104,250","Healthcare and Social Assistance"
"938","Hospitals","85,750","Healthcare and Social Assistance"
"939","Hospitals","90,760","Healthcare and Social Assistance"
"940","Hospitals","74,590","Healthcare and Social Assistance"
"941","Hospitals","73,470","Healthcare and Social Assistance"
"942","Hospitals","89,240","Healthcare and Social Assistance"
"943","General Medical and Surgical Hospitals","62,540","Healthcare and Social Assistance"
"944","General Medical and Surgical Hospitals","79,010","Healthcare and Social Assistance"
"945","General Medical and Surgical Hospitals","93,440","Healthcare and Social Assistance"
"946","General Medical and Surgical Hospitals","91,000","Healthcare and Social Assistance"
"947","General Medical and Surgical Hospitals","91,000","Healthcare and Social Assistance"
"948","General Medical and Surgical Hospitals","78,220","Healthcare and Social Assistance"
"949","General Medical and Surgical Hospitals","89,060","Healthcare and Social Assistance"
"950","General Medical and Surgical Hospitals","80,190","Healthcare and Social Assistance"
"951","General Medical and Surgical Hospitals","60,450","Healthcare and Social Assistance"
"952","General Medical and Surgical Hospitals","61,310","Healthcare and Social Assistance"
"953","General Medical and Surgical Hospitals","93,690","Healthcare and Social Assistance"
"954","General Medical and Surgical Hospitals","81,650","Healthcare and Social Assistance"
"955","General Medical and Surgical Hospitals","74,960","Healthcare and Social Assistance"
"956","General Medical and Surgical Hospitals","85,600","Healthcare and Social Assistance"
"957","General Medical and Surgical Hospitals","89,050","Healthcare and Social Assistance"
"958","General Medical and Surgical Hospitals","94,380","Healthcare and Social Assistance"
"959","General Medical and Surgical Hospitals","105,210","Healthcare and Social Assistance"
"960","General Medical and Surgical Hospitals","85,750","Healthcare and Social Assistance"
"961","General Medical and Surgical Hospitals","89,920","Healthcare and Social Assistance"
"962","General Medical and Surgical Hospitals","105,210","Healthcare and Social Assistance"
"963","General Medical and Surgical Hospitals","85,750","Healthcare and Social Assistance"
"964","General Medical and Surgical Hospitals","89,920","Healthcare and Social Assistance"
"965","General Medical and Surgical Hospitals","74,590","Healthcare and Social Assistance"
"966","General Medical and Surgical Hospitals","88,540","Healthcare and Social Assistance"
"967","Psychiatric and Substance Abuse Hospitals","63,500","Healthcare and Social Assistance"
"968","Psychiatric and Substance Abuse Hospitals","52,550","Healthcare and Social Assistance"
"969","Psychiatric and Substance Abuse Hospitals","71,360","Healthcare and Social Assistance"
"970","Psychiatric and Substance Abuse Hospitals","57,790","Healthcare and Social Assistance"
"971","Psychiatric and Substance Abuse Hospitals","51,750","Healthcare and Social Assistance"
"972","Specialty (except Psychiatric and Substance Abuse) Hospitals","56,010","Healthcare and Social Assistance"
"973","Specialty (except Psychiatric and Substance Abuse) Hospitals","91,070","Healthcare and Social Assistance"
"974","Specialty (except Psychiatric and Substance Abuse) Hospitals","102,240","Healthcare and Social Assistance"
"975","Specialty (except Psychiatric and Substance Abuse) Hospitals","110,040","Healthcare and Social Assistance"
"976","Specialty (except Psychiatric and Substance Abuse) Hospitals","110,040","Healthcare and Social Assistance"
"977","Specialty (except Psychiatric and Substance Abuse) Hospitals","53,860","Healthcare and Social Assistance"
"978","Specialty (except Psychiatric and Substance Abuse) Hospitals","94,030","Healthcare and Social Assistance"
"979","Specialty (except Psychiatric and Substance Abuse) Hospitals","96,410","Healthcare and Social Assistance"
"980","Specialty (except Psychiatric and Substance Abuse) Hospitals","112,040","Healthcare and Social Assistance"
"981","Specialty (except Psychiatric and Substance Abuse) Hospitals","112,040","Healthcare and Social Assistance"
"982","Nursing and Residential Care Facilities","80,210","Healthcare and Social Assistance"
"983","Nursing and Residential Care Facilities","72,290","Healthcare and Social Assistance"
"984","Nursing and Residential Care Facilities","72,290","Healthcare and Social Assistance"
"985","Nursing Care Facilities (Skilled Nursing Facilities)","90,300","Healthcare and Social Assistance"
"986","Nursing Care Facilities (Skilled Nursing Facilities)","85,370","Healthcare and Social Assistance"
"987","Nursing Care Facilities (Skilled Nursing Facilities)","85,370","Healthcare and Social Assistance"
"988","Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","52,490","Healthcare and Social Assistance"
"989","Residential Mental Health and Substance Abuse Facilities","52,170","Healthcare and Social Assistance"
"990","Other Residential Care Facilities","62,030","Healthcare and Social Assistance"
"991","Other Residential Care Facilities","62,030","Healthcare and Social Assistance"
"992","Social Assistance","54,440","Other Industries"
"993","Social Assistance","55,540","Other Industries"
"994","Social Assistance","61,490","Other Industries"
"995","Social Assistance","73,560","Other Industries"
"996","Social Assistance","73,560","Other Industries"
"997","Social Assistance","63,600","Other Industries"
"998","Individual and Family Services","53,870","Other Industries"
"999","Individual and Family Services","55,100","Other Industries"
"1000","Individual and Family Services","59,240","Other Industries"
"1001","Individual and Family Services","74,830","Other Industries"
"1002","Individual and Family Services","74,830","Other Industries"
"1003","Individual and Family Services","63,600","Other Industries"
"1004","Services for the Elderly and Persons with Disabilities","50,240","Other Industries"
"1005","Services for the Elderly and Persons with Disabilities","71,850","Other Industries"
"1006","Services for the Elderly and Persons with Disabilities","71,850","Other Industries"
"1007","Community Food and Housing, and Emergency and Other Relief Services","58,630","Accommodation, Food Services, and Entertainment"
"1008","Community Food and Housing, and Emergency and Other Relief Services","60,330","Accommodation, Food Services, and Entertainment"
"1009","Community Food and Housing, and Emergency and Other Relief Services","77,520","Accommodation, Food Services, and Entertainment"
"1010","Community Food and Housing, and Emergency and Other Relief Services","77,520","Accommodation, Food Services, and Entertainment"
"1011","Vocational Rehabilitation Services","64,270","Other Industries"
"1012","Vocational Rehabilitation Services","64,270","Other Industries"
"1013","Performing Arts, Spectator Sports, and Related Industries","72,420","Accommodation, Food Services, and Entertainment"
"1014","Performing Arts, Spectator Sports, and Related Industries","71,380","Accommodation, Food Services, and Entertainment"
"1015","Performing Arts, Spectator Sports, and Related Industries","87,120","Accommodation, Food Services, and Entertainment"
"1016","Performing Arts, Spectator Sports, and Related Industries","87,120","Accommodation, Food Services, and Entertainment"
"1017","Spectator Sports","66,750","Other Industries"
"1018","Spectator Sports","70,880","Other Industries"
"1019","Spectator Sports","89,760","Other Industries"
"1020","Spectator Sports","89,760","Other Industries"
"1021","Promoters of Performing Arts, Sports, and Similar Events","88,920","Accommodation, Food Services, and Entertainment"
"1022","Promoters of Performing Arts, Sports, and Similar Events","78,010","Accommodation, Food Services, and Entertainment"
"1023","Promoters of Performing Arts, Sports, and Similar Events","78,010","Accommodation, Food Services, and Entertainment"
"1024","Independent Artists, Writers, and Performers","59,870","Other Industries"
"1025","Museums, Historical Sites, and Similar Institutions","68,370","Other Industries"
"1026","Museums, Historical Sites, and Similar Institutions","68,370","Other Industries"
"1027","Museums, Historical Sites, and Similar Institutions","54,730","Other Industries"
"1028","Museums, Historical Sites, and Similar Institutions","68,370","Other Industries"
"1029","Museums, Historical Sites, and Similar Institutions","68,370","Other Industries"
"1030","Museums, Historical Sites, and Similar Institutions","54,730","Other Industries"
"1031","Amusement, Gambling, and Recreation Industries","64,830","Other Industries"
"1032","Amusement, Gambling, and Recreation Industries","97,460","Other Industries"
"1033","Amusement, Gambling, and Recreation Industries","97,460","Other Industries"
"1034","Gambling Industries","67,010","Other Industries"
"1035","Gambling Industries","98,050","Other Industries"
"1036","Gambling Industries","98,050","Other Industries"
"1037","Accommodation","68,840","Accommodation, Food Services, and Entertainment"
"1038","Accommodation","81,260","Accommodation, Food Services, and Entertainment"
"1039","Accommodation","81,260","Accommodation, Food Services, and Entertainment"
"1040","Traveler Accommodation","64,730","Accommodation, Food Services, and Entertainment"
"1041","Traveler Accommodation","81,260","Accommodation, Food Services, and Entertainment"
"1042","Traveler Accommodation","81,260","Accommodation, Food Services, and Entertainment"
"1043","Casino Hotels","58,410","Other Industries"
"1044","Food Services and Drinking Places","83,820","Accommodation, Food Services, and Entertainment"
"1045","Repair and Maintenance","73,180","Other Industries"
"1046","Repair and Maintenance","80,110","Other Industries"
"1047","Repair and Maintenance","97,380","Other Industries"
"1048","Repair and Maintenance","97,380","Other Industries"
"1049","Automotive Repair and Maintenance","68,170","Other Industries"
"1050","Electronic and Precision Equipment Repair and Maintenance","71,310","Other Industries"
"1051","Electronic and Precision Equipment Repair and Maintenance","89,360","Other Industries"
"1052","Electronic and Precision Equipment Repair and Maintenance","89,360","Other Industries"
"1053","Personal and Laundry Services","45,130","Other Industries"
"1054","Personal and Laundry Services","125,370","Other Industries"
"1055","Personal and Laundry Services","125,370","Other Industries"
"1056","Personal Care Services","133,370","Healthcare and Social Assistance"
"1057","Personal Care Services","133,370","Healthcare and Social Assistance"
"1058","Other Personal Services","45,110","Other Industries"
"1059","Other Personal Services","119,950","Other Industries"
"1060","Other Personal Services","119,950","Other Industries"
"1061","Religious, Grantmaking, Civic, Professional, and Similar Organizations","86,990","Other Industries"
"1062","Religious, Grantmaking, Civic, Professional, and Similar Organizations","81,500","Other Industries"
"1063","Religious, Grantmaking, Civic, Professional, and Similar Organizations","96,150","Other Industries"
"1064","Religious, Grantmaking, Civic, Professional, and Similar Organizations","86,630","Other Industries"
"1065","Religious, Grantmaking, Civic, Professional, and Similar Organizations","86,630","Other Industries"
"1066","Religious, Grantmaking, Civic, Professional, and Similar Organizations","62,100","Other Industries"
"1067","Religious Organizations","75,150","Other Industries"
"1068","Religious Organizations","75,150","Other Industries"
"1069","Grantmaking and Giving Services","78,540","Other Industries"
"1070","Grantmaking and Giving Services","81,280","Other Industries"
"1071","Grantmaking and Giving Services","89,530","Other Industries"
"1072","Grantmaking and Giving Services","93,360","Other Industries"
"1073","Grantmaking and Giving Services","93,360","Other Industries"
"1074","Grantmaking and Giving Services","83,360","Other Industries"
"1075","Social Advocacy Organizations","83,290","Other Industries"
"1076","Social Advocacy Organizations","87,660","Other Industries"
"1077","Social Advocacy Organizations","88,230","Other Industries"
"1078","Social Advocacy Organizations","81,910","Other Industries"
"1079","Social Advocacy Organizations","81,910","Other Industries"
"1080","Social Advocacy Organizations","55,940","Other Industries"
"1081","Civic and Social Organizations","61,240","Other Industries"
"1082","Civic and Social Organizations","65,360","Other Industries"
"1083","Civic and Social Organizations","65,360","Other Industries"
"1084","Business, Professional, Labor, Political, and Similar Organizations","99,310","Other Industries"
"1085","Business, Professional, Labor, Political, and Similar Organizations","81,940","Other Industries"
"1086","Business, Professional, Labor, Political, and Similar Organizations","99,610","Other Industries"
"1087","Business, Professional, Labor, Political, and Similar Organizations","93,970","Other Industries"
"1088","Business, Professional, Labor, Political, and Similar Organizations","93,970","Other Industries"
"1089","Labor Unions and Similar Labor Organizations","67,900","Other Industries"
"1090","Labor Unions and Similar Labor Organizations","99,930","Other Industries"
"1091","Labor Unions and Similar Labor Organizations","99,930","Other Industries"
"1092","Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","87,220","Healthcare and Social Assistance"
"1093","Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","95,590","Healthcare and Social Assistance"
"1094","Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","103,520","Healthcare and Social Assistance"
"1095","Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","82,840","Healthcare and Social Assistance"
"1096","Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","82,840","Healthcare and Social Assistance"
"1097","Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","67,920","Healthcare and Social Assistance"
"1098","Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","87,000","Healthcare and Social Assistance"
"1099","Federal, state, and local government, including government-owned schools and hospitals, and the U.S. Postal Service","83,320","Healthcare and Social Assistance"
"1100","Federal, state, and local government, including government-owned schools and hospitals, and the U.S. Postal Service","91,040","Healthcare and Social Assistance"
"1101","Federal, state, and local government, including government-owned schools and hospitals, and the U.S. Postal Service","97,520","Healthcare and Social Assistance"
"1102","Federal, state, and local government, including government-owned schools and hospitals, and the U.S. Postal Service","83,980","Healthcare and Social Assistance"
"1103","Federal, state, and local government, including government-owned schools and hospitals, and the U.S. Postal Service","83,980","Healthcare and Social Assistance"
"1104","Federal, state, and local government, including government-owned schools and hospitals, and the U.S. Postal Service","68,390","Healthcare and Social Assistance"
"1105","Federal, state, and local government, including government-owned schools and hospitals, and the U.S. Postal Service","85,120","Healthcare and Social Assistance"
"1106","Federal Executive Branch (OES Designation)","92,610","Other Industries"
"1107","Federal Executive Branch (OES Designation)","126,190","Other Industries"
"1108","Federal Executive Branch (OES Designation)","120,060","Other Industries"
"1109","Federal Executive Branch (OES Designation)","117,860","Other Industries"
"1110","Federal Executive Branch (OES Designation)","117,860","Other Industries"
"1111","Federal Executive Branch (OES Designation)","69,660","Other Industries"
"1112","Federal Executive Branch (OES Designation)","92,430","Other Industries"
"1113","Federal government, including the US Postal Service","92,630","Other Industries"
"1114","Federal government, including the US Postal Service","125,340","Other Industries"
"1115","Federal government, including the US Postal Service","119,110","Other Industries"
"1116","Federal government, including the US Postal Service","117,860","Other Industries"
"1117","Federal government, including the US Postal Service","117,860","Other Industries"
"1118","Federal government, including the US Postal Service","69,660","Other Industries"
"1119","Federal government, including the US Postal Service","92,430","Other Industries"
"1120","State Government, excluding schools and hospitals (OES Designation)","66,580","Healthcare and Social Assistance"
"1121","State Government, excluding schools and hospitals (OES Designation)","58,100","Healthcare and Social Assistance"
"1122","State Government, excluding schools and hospitals (OES Designation)","67,380","Healthcare and Social Assistance"
"1123","State Government, excluding schools and hospitals (OES Designation)","83,360","Healthcare and Social Assistance"
"1124","State Government, excluding schools and hospitals (OES Designation)","83,360","Healthcare and Social Assistance"
"1125","State Government, excluding schools and hospitals (OES Designation)","61,150","Healthcare and Social Assistance"
"1126","State Government, excluding schools and hospitals (OES Designation)","50,080","Healthcare and Social Assistance"
"1127","State government, including schools and hospitals","65,880","Healthcare and Social Assistance"
"1128","State government, including schools and hospitals","63,870","Healthcare and Social Assistance"
"1129","State government, including schools and hospitals","73,650","Healthcare and Social Assistance"
"1130","State government, including schools and hospitals","81,660","Healthcare and Social Assistance"
"1131","State government, including schools and hospitals","81,660","Healthcare and Social Assistance"
"1132","State government, including schools and hospitals","63,640","Healthcare and Social Assistance"
"1133","State government, including schools and hospitals","58,030","Healthcare and Social Assistance"
"1134","Local Government, excluding schools and hospitals (OES Designation)","65,150","Healthcare and Social Assistance"
"1135","Local Government, excluding schools and hospitals (OES Designation)","86,710","Healthcare and Social Assistance"
"1136","Local Government, excluding schools and hospitals (OES Designation)","83,040","Healthcare and Social Assistance"
"1137","Local Government, excluding schools and hospitals (OES Designation)","80,520","Healthcare and Social Assistance"
"1138","Local Government, excluding schools and hospitals (OES Designation)","80,520","Healthcare and Social Assistance"
"1139","Local Government, excluding schools and hospitals (OES Designation)","87,420","Healthcare and Social Assistance"
"1140","Local government, including schools and hospitals","63,590","Healthcare and Social Assistance"
"1141","Local government, including schools and hospitals","82,530","Healthcare and Social Assistance"
"1142","Local government, including schools and hospitals","80,410","Healthcare and Social Assistance"
"1143","Local government, including schools and hospitals","88,140","Healthcare and Social Assistance"
"1144","Local government, including schools and hospitals","88,140","Healthcare and Social Assistance"
"1145","Local government, including schools and hospitals","82,010","Healthcare and Social Assistance"
"1146","Local government, including schools and hospitals","82,930","Healthcare and Social Assistance"
"1147","Manufacturing","106,090","Manufacturing and Construction"
"1148","Manufacturing","111,940","Manufacturing and Construction"
"1149","Manufacturing","137,790","Manufacturing and Construction"
"1150","Manufacturing","117,110","Manufacturing and Construction"
"1151","Manufacturing","117,110","Manufacturing and Construction"
"1152","Manufacturing","139,110","Manufacturing and Construction"
"1153","Manufacturing","129,990","Manufacturing and Construction"
"1154","Chemical Manufacturing (3251, 3252, 3253, and 3259 only)","111,270","Manufacturing and Construction"
"1155","Chemical Manufacturing (3251, 3252, 3253, and 3259 only)","105,000","Manufacturing and Construction"
"1156","Chemical Manufacturing (3251, 3252, 3253, and 3259 only)","104,890","Manufacturing and Construction"
"1157","Chemical Manufacturing (3251, 3252, 3253, and 3259 only)","104,890","Manufacturing and Construction"
"1158","Chemical Manufacturing (3255 and 3256 only)","69,960","Manufacturing and Construction"
"1159","Chemical Manufacturing (3255 and 3256 only)","114,380","Manufacturing and Construction"
"1160","Chemical Manufacturing (3255 and 3256 only)","114,380","Manufacturing and Construction"
"1161","Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)","77,890","Manufacturing and Construction"
"1162","Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)","82,730","Manufacturing and Construction"
"1163","Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)","84,820","Manufacturing and Construction"
"1164","Fabricated Metal Product Manufacturing (3321, 3322, 3325, 3326, and 3329 only)","84,820","Manufacturing and Construction"
"1165","Fabricated Metal Product Manufacturing (3323 and 3324 only)","85,830","Manufacturing and Construction"
"1166","Fabricated Metal Product Manufacturing (3323 and 3324 only)","81,980","Manufacturing and Construction"
"1167","Fabricated Metal Product Manufacturing (3323 and 3324 only)","81,980","Manufacturing and Construction"
"1168","Machinery Manufacturing (3331, 3332, 3334, and 3339 only)","74,850","Manufacturing and Construction"
"1169","Machinery Manufacturing (3331, 3332, 3334, and 3339 only)","104,830","Manufacturing and Construction"
"1170","Machinery Manufacturing (3331, 3332, 3334, and 3339 only)","94,070","Manufacturing and Construction"
"1171","Machinery Manufacturing (3331, 3332, 3334, and 3339 only)","94,070","Manufacturing and Construction"
"1172","Furniture and Related Product Manufacturing (3371 and 3372 only)","78,490","Manufacturing and Construction"
"1173","Furniture and Related Product Manufacturing (3371 and 3372 only)","78,490","Manufacturing and Construction"
"1174","Merchant Wholesalers, Durable Goods (4232, 4233, 4235, 4236, 4237, and 4239 only)","78,560","Retail and Wholesale Trade"
"1175","Merchant Wholesalers, Durable Goods (4232, 4233, 4235, 4236, 4237, and 4239 only)","103,180","Retail and Wholesale Trade"
"1176","Merchant Wholesalers, Durable Goods (4232, 4233, 4235, 4236, 4237, and 4239 only)","94,550","Retail and Wholesale Trade"
"1177","Merchant Wholesalers, Durable Goods (4232, 4233, 4235, 4236, 4237, and 4239 only)","94,550","Retail and Wholesale Trade"
"1178","Merchant Wholesalers, Nondurable Goods (4244 and 4248 only)","80,160","Retail and Wholesale Trade"
"1179","Merchant Wholesalers, Nondurable Goods (4244 and 4248 only)","80,270","Retail and Wholesale Trade"
"1180","Merchant Wholesalers, Nondurable Goods (4244 and 4248 only)","92,450","Retail and Wholesale Trade"
"1181","Merchant Wholesalers, Nondurable Goods (4244 and 4248 only)","92,450","Retail and Wholesale Trade"
"1182","Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)","97,560","Retail and Wholesale Trade"
"1183","Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)","78,960","Retail and Wholesale Trade"
"1184","Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)","144,280","Retail and Wholesale Trade"
"1185","Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)","120,110","Retail and Wholesale Trade"
"1186","Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)","120,110","Retail and Wholesale Trade"
"1187","Merchant Wholesalers, Nondurable Goods (4242 and 4246 only)","108,150","Retail and Wholesale Trade"
"1188","Merchant Wholesalers, Nondurable Goods (4241, 4247, and 4249 only)","82,300","Retail and Wholesale Trade"
"1189","Merchant Wholesalers, Nondurable Goods (4241, 4247, and 4249 only)","101,080","Retail and Wholesale Trade"
"1190","Merchant Wholesalers, Nondurable Goods (4241, 4247, and 4249 only)","93,970","Retail and Wholesale Trade"
"1191","Merchant Wholesalers, Nondurable Goods (4241, 4247, and 4249 only)","93,970","Retail and Wholesale Trade"
"1192","Retail Trade","122,200","Retail and Wholesale Trade"
"1193","Retail Trade","94,500","Retail and Wholesale Trade"
"1194","Retail Trade","93,360","Retail and Wholesale Trade"
"1195","Retail Trade","121,780","Retail and Wholesale Trade"
"1196","Retail Trade","121,780","Retail and Wholesale Trade"
"1197","Food and Beverage Retailers (4451 and 4452 only)","41,900","Retail and Wholesale Trade"
"1198","Food and Beverage Retailers (4451 and 4452 only)","66,950","Retail and Wholesale Trade"
"1199","Food and Beverage Retailers (4451 and 4452 only)","66,950","Retail and Wholesale Trade"
"1200","Miscellaneous Store Retailers (4594 and 4595 only)","116,030","Retail and Wholesale Trade"
"1201","Miscellaneous Store Retailers (4594 and 4595 only)","116,030","Retail and Wholesale Trade"
"1202","Transportation and Warehousing","95,570","Other Industries"
"1203","Transportation and Warehousing","95,570","Other Industries"
"1204","Credit Intermediation and Related Activities (5221 And 5223 only)","72,340","Other Industries"
"1205","Credit Intermediation and Related Activities (5221 And 5223 only)","84,100","Other Industries"
"1206","Credit Intermediation and Related Activities (5221 And 5223 only)","124,990","Other Industries"
"1207","Credit Intermediation and Related Activities (5221 And 5223 only)","120,520","Other Industries"
"1208","Credit Intermediation and Related Activities (5221 And 5223 only)","120,520","Other Industries"
"1209","Rental and Leasing Services (5322, 5323, and 5324 only)","45,840","Other Industries"
"1210","Rental and Leasing Services (5322, 5323, and 5324 only)","103,450","Other Industries"
"1211","Rental and Leasing Services (5322, 5323, and 5324 only)","103,450","Other Industries"
